yil;Il;toplam;"Hastalık
Illness";"Aile
geçimsizliği
Family
incompatibility";"Geçim
zorluğu
Economic
problems";"Ticari
başarısızlık
Business
failure";"Hissi0ilişki0ve
istediği0ile0evlenememe
Emotional0relationship
and0not0marrying
the0person0wanted";"Öğrenim
başarısızlığı
Educational
failure";"Diğer
Other";"Bilinmeyen
Unknown";;;;;;;;;
2011;Aksaray;12;2;2;1;2;1;0;0;4;;;;;;;;;
2011;Bayburt;0;0;0;0;0;0;0;0;0;;;;;;;;;
2011;Karaman;11;3;0;1;0;0;0;0;7;;;;;;;;;
2011;Kırıkkale;10;1;2;0;0;1;0;2;4;;;;;;;;;
2011;Batman;29;5;1;0;0;0;0;4;19;;;;;;;;;
2011;Şırnak;9;0;0;1;0;2;0;0;6;;;;;;;;;
2011;Bartın0;8;1;1;1;0;0;0;0;5;;;;;;;;;
2011;Ardahan;12;2;0;1;0;1;0;1;7;;;;;;;;;
2011;Iğdır;8;0;0;0;0;1;1;0;6;;;;;;;;;
2011;Yalova;7;1;3;0;0;0;0;1;2;;;;;;;;;
2011;Karabük;7;1;1;0;0;1;0;1;3;;;;;;;;;
2011;Kilis0;3;1;0;0;0;1;0;0;1;;;;;;;;;
2011;Osmaniye;12;2;2;0;0;2;0;0;6;;;;;;;;;
2011;Düzce;8;0;0;0;0;1;0;0;7;;;;;;;;;
2010;Türkiye;2933;595;296;273;62;136;22;195;1354;;;;;;;;;
2010;Adana;116;25;15;10;3;13;2;16;32;;;;;;;;;
2010;Adıyaman;19;4;0;1;1;0;0;1;12;;;;;;;;;
2010;Afyonkarahisar;30;5;2;1;0;1;0;0;21;;;;;;;;;
2010;Ağrı;24;2;0;0;0;0;0;0;22;;;;;;;;;
2010;Amasya;15;1;2;1;0;0;0;1;10;;;;;;;;;
2010;Ankara;184;56;16;26;8;12;3;5;58;;;;;;;;;
2010;Antalya;105;18;13;9;3;6;0;10;46;;;;;;;;;
2010;Artvin;1;0;0;0;0;0;0;0;1;;;;;;;;;
2010;Aydın;75;12;8;6;6;1;0;3;39;;;;;;;;;
2010;Balıkesir;61;16;3;6;0;3;0;3;30;;;;;;;;;
2010;Bilecik;16;4;1;0;0;0;0;1;10;;;;;;;;;
2010;Bingöl;12;1;0;0;0;2;0;0;9;;;;;;;;;
2010;Bitlis;8;0;2;0;0;0;0;1;5;;;;;;;;;
2010;Bolu;14;2;0;2;0;0;0;0;10;;;;;;;;;
2010;Burdur;14;5;0;1;0;0;0;1;7;;;;;;;;;
2010;Bursa;109;33;17;15;1;9;2;3;29;;;;;;;;;
2010;Çanakkale;30;10;1;4;1;0;0;1;13;;;;;;;;;
2010;Çankırı;7;3;1;1;0;0;0;0;2;;;;;;;;;
2010;Çorum;22;4;3;4;0;1;0;0;10;;;;;;;;;
2010;Denizli;40;3;7;5;0;8;0;4;13;;;;;;;;;
2010;Diyarbakır;83;19;12;4;0;3;1;5;39;;;;;;;;;
2010;Edirne;26;10;2;6;1;1;0;1;5;;;;;;;;;
2010;Elazığ;18;2;6;2;0;1;0;0;7;;;;;;;;;
2010;Erzincan;8;1;0;1;1;0;0;0;5;;;;;;;;;
2010;Erzurum;24;1;3;1;1;2;0;1;15;;;;;;;;;
2010;Eskişehir;46;19;6;4;1;1;0;1;14;;;;;;;;;
2010;Gaziantep;67;14;9;7;0;1;2;8;26;;;;;;;;;
2010;Giresun;14;3;3;0;0;0;0;0;8;;;;;;;;;
2010;Gümüşhane;4;0;0;0;0;0;0;1;3;;;;;;;;;
2010;Hakkari;5;0;0;0;0;1;0;0;4;;;;;;;;;
2010;Hatay;40;5;4;3;1;0;0;4;23;;;;;;;;;
2010;Isparta;17;4;4;3;0;0;0;0;6;;;;;;;;;
2010;Mersin;72;10;4;9;3;4;0;16;26;;;;;;;;;
2010;İstanbul;429;91;29;56;14;18;2;54;165;;;;;;;;;
2010;İzmir;169;29;14;14;0;6;2;3;101;;;;;;;;;
2010;Kars;18;2;1;2;0;2;1;2;8;;;;;;;;;
2010;Kastamonu;13;2;4;1;0;0;0;2;4;;;;;;;;;
2010;Kayseri;47;13;1;2;1;5;0;2;23;;;;;;;;;
2010;Kırklareli;13;2;0;1;0;0;0;0;10;;;;;;;;;
2010;Kırşehir;13;1;2;1;0;1;0;0;8;;;;;;;;;
2010;Kocaeli;39;14;5;2;0;2;1;3;12;;;;;;;;;
2010;Konya;60;11;7;4;0;2;0;6;30;;;;;;;;;
2010;Kütahya;22;5;3;0;1;0;0;0;13;;;;;;;;;
2010;Malatya;27;1;3;5;0;1;0;3;14;;;;;;;;;
2010;Manisa;54;19;5;4;3;2;1;1;19;;;;;;;;;
2010;Kahramanmaraş;41;5;8;4;0;2;0;2;20;;;;;;;;;
2010;Mardin;14;2;1;0;0;1;0;2;8;;;;;;;;;
2010;Muğla;50;11;6;2;2;2;0;1;26;;;;;;;;;
2010;Muş;23;0;1;0;0;0;0;0;22;;;;;;;;;
2010;Nevşehir;11;3;0;2;0;1;0;0;5;;;;;;;;;
2010;Niğde;12;0;3;2;0;1;1;0;5;;;;;;;;;
2010;Ordu;20;7;0;1;1;0;0;2;9;;;;;;;;;
2010;Rize;9;2;2;2;0;0;0;0;3;;;;;;;;;
2010;Sakarya;32;9;1;3;1;2;0;1;15;;;;;;;;;
2010;Samsun;46;11;13;5;2;0;1;0;14;;;;;;;;;
2010;Siirt;8;0;3;1;0;0;0;0;4;;;;;;;;;
2010;Sinop;3;1;1;0;0;0;0;0;1;;;;;;;;;
2010;Sivas;15;4;1;2;0;2;0;0;6;;;;;;;;;
2010;Tekirdağ;39;8;2;5;2;0;0;2;20;;;;;;;;;
2010;Tokat;20;4;0;3;0;1;0;2;10;;;;;;;;;
2010;Trabzon;25;6;2;0;0;0;0;1;16;;;;;;;;;
2010;Tunceli;13;0;3;0;1;0;0;2;7;;;;;;;;;
2010;Şanlıurfa;46;4;3;2;0;0;0;7;30;;;;;;;;;
2010;Uşak;17;3;3;1;0;3;0;1;6;;;;;;;;;
2010;Van;47;0;4;2;0;2;0;1;38;;;;;;;;;
2010;Yozgat;13;3;0;3;0;1;0;1;5;;;;;;;;;
2010;Zonguldak;42;4;1;1;0;2;1;1;32;;;;;;;;;
2010;Aksaray;15;3;2;1;1;0;0;0;8;;;;;;;;;
2010;Bayburt;3;0;0;1;0;0;0;0;2;;;;;;;;;
2010;Karaman;19;9;0;1;1;2;0;0;6;;;;;;;;;
2010;Kırıkkale;11;1;2;2;0;0;0;0;6;;;;;;;;;
2010;Batman;19;2;6;0;0;0;0;0;11;;;;;;;;;
2010;Şırnak;22;3;0;1;1;0;0;1;16;;;;;;;;;
2010;Bartın0;8;2;0;1;0;0;0;1;4;;;;;;;;;
2010;Ardahan;7;0;1;0;0;1;0;0;5;;;;;;;;;
2010;Iğdır;15;0;4;1;0;0;1;2;7;;;;;;;;;
2010;Yalova;8;2;0;0;0;1;0;1;4;;;;;;;;;
2010;Karabük;4;1;2;0;0;1;0;0;0;;;;;;;;;
2010;Kilis0;2;1;0;0;0;1;0;0;0;;;;;;;;;
2010;Osmaniye;14;1;2;0;0;1;1;1;8;;;;;;;;;
2010;Düzce;10;1;1;0;0;0;0;0;8;;;;;;;;;
2009;Türkiye;2898;559;266;318;90;123;15;176;1351;;;;;;;;;
2009;Adana;78;25;7;10;2;2;0;3;29;;;;;;;;;
2009;Adıyaman;22;3;4;0;0;1;2;3;9;;;;;;;;;
2009;Afyonkarahisar;27;4;4;3;0;2;0;0;14;;;;;;;;;
2009;Ağrı;21;2;1;0;0;0;0;1;17;;;;;;;;;
2009;Amasya;8;1;0;0;0;1;0;2;4;;;;;;;;;
2009;Ankara;169;50;14;28;8;6;1;6;56;;;;;;;;;
2009;Antalya;106;20;15;10;4;9;0;3;45;;;;;;;;;
2009;Artvin;5;0;0;0;0;1;0;1;3;;;;;;;;;
2009;Aydın;82;15;10;12;1;1;1;0;42;;;;;;;;;
2009;Balıkesir;57;13;3;8;2;3;0;5;23;;;;;;;;;
2009;Bilecik;15;5;0;2;0;0;0;1;7;;;;;;;;;
2009;Bingöl;9;1;1;1;0;0;0;0;6;;;;;;;;;
2009;Bitlis;11;1;1;1;0;0;0;0;8;;;;;;;;;
2009;Bolu;7;3;1;0;0;1;0;0;2;;;;;;;;;
2009;Burdur;14;2;5;2;1;1;0;0;3;;;;;;;;;
2009;Bursa;98;21;10;17;4;10;0;6;30;;;;;;;;;
2009;Çanakkale;31;6;0;1;0;0;0;0;24;;;;;;;;;
2009;Çankırı;5;0;0;0;1;0;0;1;3;;;;;;;;;
2009;Çorum;27;10;0;4;0;0;0;1;12;;;;;;;;;
2009;Denizli;62;11;6;6;2;1;0;2;34;;;;;;;;;
2009;Diyarbakır;56;5;4;4;0;7;1;3;32;;;;;;;;;
2009;Edirne;21;9;2;5;0;1;0;1;3;;;;;;;;;
2009;Elazığ;32;7;5;1;2;3;0;2;12;;;;;;;;;
2009;Erzincan;6;0;0;0;0;0;0;0;6;;;;;;;;;
2009;Erzurum;23;6;3;0;0;1;1;0;12;;;;;;;;;
2009;Eskişehir;34;8;2;4;0;2;0;0;18;;;;;;;;;
2009;Gaziantep;72;7;12;8;3;5;2;5;30;;;;;;;;;
2009;Giresun;14;5;0;0;1;0;0;0;8;;;;;;;;;
2009;Gümüşhane;3;0;0;0;0;0;0;0;3;;;;;;;;;
2009;Hakkari;4;0;0;0;0;0;0;0;4;;;;;;;;;
2009;Hatay;39;10;5;5;1;0;1;0;17;;;;;;;;;
2009;Isparta;16;3;1;4;0;0;0;0;8;;;;;;;;;
2009;Mersin;74;12;3;6;3;2;0;7;41;;;;;;;;;
2009;İstanbul;403;71;38;52;23;24;2;70;123;;;;;;;;;
2009;İzmir;183;41;14;17;6;3;0;1;101;;;;;;;;;
2009;Kars;17;4;1;0;0;0;1;0;11;;;;;;;;;
2009;Kastamonu;20;5;4;5;0;0;0;0;6;;;;;;;;;
2009;Kayseri;43;14;3;4;6;2;0;3;11;;;;;;;;;
2009;Kırklareli;15;1;1;1;0;0;0;1;11;;;;;;;;;
2009;Kırşehir;14;0;0;1;0;1;0;1;11;;;;;;;;;
2009;Kocaeli;46;11;7;7;2;4;0;2;13;;;;;;;;;
2009;Konya;74;7;4;13;1;2;2;8;37;;;;;;;;;
2009;Kütahya;27;5;3;2;1;0;0;3;13;;;;;;;;;
2009;Malatya;29;6;4;5;0;2;0;0;12;;;;;;;;;
2009;Manisa;56;12;11;8;0;4;0;2;19;;;;;;;;;
2009;Kahramanmaraş;22;6;1;0;0;0;0;1;14;;;;;;;;;
2009;Mardin;11;0;3;0;0;1;0;2;5;;;;;;;;;
2009;Muğla;50;7;1;2;0;3;0;0;37;;;;;;;;;
2009;Muş;19;1;1;0;0;0;1;0;16;;;;;;;;;
2009;Nevşehir;19;0;1;1;0;0;0;0;17;;;;;;;;;
2009;Niğde;17;1;1;4;0;0;0;1;10;;;;;;;;;
2009;Ordu;33;2;5;7;1;1;0;2;15;;;;;;;;;
2009;Rize;13;7;0;1;0;1;0;0;4;;;;;;;;;
2009;Sakarya;34;7;6;3;3;1;0;2;12;;;;;;;;;
2009;Samsun;48;8;2;3;1;0;0;0;34;;;;;;;;;
2009;Siirt;12;1;4;1;0;0;0;0;6;;;;;;;;;
2009;Sinop;11;1;2;1;0;0;0;2;5;;;;;;;;;
2009;Sivas;30;6;3;3;2;4;0;1;11;;;;;;;;;
2009;Tekirdağ;48;12;0;8;6;1;0;1;20;;;;;;;;;
2009;Tokat;25;4;1;1;0;0;0;2;17;;;;;;;;;
2009;Trabzon;19;5;2;1;0;1;0;0;10;;;;;;;;;
2009;Tunceli;11;3;1;0;0;1;0;2;4;;;;;;;;;
2009;Şanlıurfa;45;6;6;3;0;0;0;2;28;;;;;;;;;
2009;Uşak;19;3;1;3;0;0;0;0;12;;;;;;;;;
2009;Van;43;3;1;3;0;1;0;3;32;;;;;;;;;
2009;Yozgat;11;3;1;0;0;0;0;0;7;;;;;;;;;
2009;Zonguldak;37;7;4;8;2;0;0;0;16;;;;;;;;;
2009;Aksaray;17;5;0;2;0;0;0;1;9;;;;;;;;;
2009;Bayburt;1;0;1;0;0;0;0;0;0;;;;;;;;;
2009;Karaman;14;3;0;0;0;1;0;1;9;;;;;;;;;
2009;Kırıkkale;10;0;2;1;0;1;0;3;3;;;;;;;;;
2009;Batman;19;5;2;1;0;1;0;0;10;;;;;;;;;
2009;Şırnak;9;2;3;0;0;0;0;0;4;;;;;;;;;
2009;Bartın0;10;0;0;0;0;0;0;1;9;;;;;;;;;
2009;Ardahan;5;1;1;1;0;0;0;0;2;;;;;;;;;
2009;Iğdır;8;1;1;1;0;1;0;0;4;;;;;;;;;
2009;Yalova;12;1;0;0;0;0;0;1;10;;;;;;;;;
2009;Karabük;10;4;0;0;0;0;0;3;3;;;;;;;;;
2009;Kilis0;4;0;0;1;0;0;0;0;3;;;;;;;;;
2009;Osmaniye;15;1;0;1;0;2;0;0;11;;;;;;;;;
2009;Düzce;12;1;0;0;1;0;0;1;9;;;;;;;;;
2008;Türkiye;2816;648;382;289;119;173;34;139;1032;;;;;;;;;
2008;Adana;78;17;11;10;12;8;2;2;16;;;;;;;;;
2008;Adıyaman;9;1;1;0;0;0;1;2;4;;;;;;;;;
2008;Afyonkarahisar;38;9;15;7;2;2;0;1;2;;;;;;;;;
2008;Ağrı;21;5;1;1;0;2;1;3;8;;;;;;;;;
2008;Amasya;18;5;0;4;1;2;0;1;5;;;;;;;;;
2008;Ankara;173;51;31;17;14;12;0;5;43;;;;;;;;;
2008;Antalya;79;17;9;8;5;6;0;4;30;;;;;;;;;
2008;Artvin;24;0;5;2;0;1;0;6;10;;;;;;;;;
2008;Aydın;65;19;8;16;1;2;0;1;18;;;;;;;;;
2008;Balıkesir;42;6;5;3;3;5;0;1;19;;;;;;;;;
2008;Bilecik;5;1;0;0;1;0;0;0;3;;;;;;;;;
2008;Bingöl;5;0;1;0;0;0;0;0;4;;;;;;;;;
2008;Bitlis;17;2;8;0;0;2;0;1;4;;;;;;;;;
2008;Bolu;13;0;4;3;0;1;0;1;4;;;;;;;;;
2008;Burdur;15;1;7;2;1;1;0;0;3;;;;;;;;;
2008;Bursa;68;17;7;5;4;5;0;2;28;;;;;;;;;
2008;Çanakkale;27;9;4;4;0;2;1;1;6;;;;;;;;;
2008;Çankırı;6;1;1;0;0;0;0;0;4;;;;;;;;;
2008;Çorum;17;1;2;3;0;2;0;1;8;;;;;;;;;
2008;Denizli;44;9;8;7;3;2;1;4;10;;;;;;;;;
2008;Diyarbakır;63;12;4;4;0;2;3;1;37;;;;;;;;;
2008;Edirne;29;9;6;6;1;3;0;4;0;;;;;;;;;
2008;Elazığ;31;12;3;0;0;2;0;1;13;;;;;;;;;
2008;Erzincan;13;5;0;2;0;0;0;2;4;;;;;;;;;
2008;Erzurum;23;5;1;1;0;1;0;0;15;;;;;;;;;
2008;Eskişehir;36;8;5;4;2;0;0;1;16;;;;;;;;;
2008;Gaziantep;55;6;11;4;3;7;0;6;18;;;;;;;;;
2008;Giresun;16;3;3;4;0;2;0;0;4;;;;;;;;;
2008;Gümüşhane;4;1;1;0;0;2;0;0;0;;;;;;;;;
2008;Hakkari;7;0;0;0;0;1;0;3;3;;;;;;;;;
2008;Hatay;30;5;2;1;3;1;0;1;17;;;;;;;;;
2008;Isparta;18;3;3;3;0;2;1;0;6;;;;;;;;;
2008;Mersin;95;22;11;9;3;7;1;2;40;;;;;;;;;
2008;İstanbul;370;97;41;48;20;22;4;4;134;;;;;;;;;
2008;İzmir;172;42;20;15;4;12;2;5;72;;;;;;;;;
2008;Kars;29;3;9;2;0;2;0;6;7;;;;;;;;;
2008;Kastamonu;22;4;3;1;2;0;0;1;11;;;;;;;;;
2008;Kayseri;46;10;11;7;3;3;2;1;9;;;;;;;;;
2008;Kırklareli;17;5;4;2;1;1;2;0;2;;;;;;;;;
2008;Kırşehir;15;1;4;4;1;0;0;0;5;;;;;;;;;
2008;Kocaeli;48;14;5;3;3;1;2;5;15;;;;;;;;;
2008;Konya;77;24;16;13;2;3;0;1;18;;;;;;;;;
2008;Kütahya;30;13;1;4;1;1;0;0;10;;;;;;;;;
2008;Malatya;30;9;2;3;1;2;0;1;12;;;;;;;;;
2008;Manisa;61;12;10;11;4;2;0;1;21;;;;;;;;;
2008;Kahramanmaraş;37;10;5;4;1;1;1;4;11;;;;;;;;;
2008;Mardin;22;8;3;0;0;1;0;4;6;;;;;;;;;
2008;Muğla;38;6;1;6;3;1;2;4;15;;;;;;;;;
2008;Muş;13;0;1;0;0;1;0;1;10;;;;;;;;;
2008;Nevşehir;14;1;0;3;0;1;1;0;8;;;;;;;;;
2008;Niğde;10;1;2;3;0;1;1;0;2;;;;;;;;;
2008;Ordu;30;8;2;1;0;1;1;0;17;;;;;;;;;
2008;Rize;17;4;1;0;0;1;1;4;6;;;;;;;;;
2008;Sakarya;24;7;4;3;2;1;0;2;5;;;;;;;;;
2008;Samsun;46;10;6;3;2;1;0;1;23;;;;;;;;;
2008;Siirt;12;2;1;1;0;0;0;0;8;;;;;;;;;
2008;Sinop;14;6;2;0;1;1;0;1;3;;;;;;;;;
2008;Sivas;22;7;1;1;3;1;1;2;6;;;;;;;;;
2008;Tekirdağ;45;10;5;1;1;10;1;1;16;;;;;;;;;
2008;Tokat;30;6;2;0;0;2;0;3;17;;;;;;;;;
2008;Trabzon;17;4;3;3;0;0;0;2;5;;;;;;;;;
2008;Tunceli;5;2;1;0;0;0;0;0;2;;;;;;;;;
2008;Şanlıurfa;69;9;13;6;1;1;1;5;33;;;;;;;;;
2008;Uşak;17;3;2;1;0;1;0;3;7;;;;;;;;;
2008;Van;59;6;8;2;1;3;0;0;39;;;;;;;;;
2008;Yozgat;11;5;0;1;1;0;0;0;4;;;;;;;;;
2008;Zonguldak;15;5;4;2;0;0;0;1;3;;;;;;;;;
2008;Aksaray;16;1;2;0;0;0;0;1;12;;;;;;;;;
2008;Bayburt;3;1;0;0;0;0;0;1;1;;;;;;;;;
2008;Karaman;9;7;0;0;0;0;0;0;2;;;;;;;;;
2008;Kırıkkale;9;3;1;1;0;1;0;0;3;;;;;;;;;
2008;Batman;29;3;2;0;0;3;0;10;11;;;;;;;;;
2008;Şırnak;7;1;1;1;0;1;0;0;3;;;;;;;;;
2008;Bartın0;13;3;0;0;0;0;0;0;10;;;;;;;;;
2008;Ardahan;7;0;1;0;0;1;1;2;2;;;;;;;;;
2008;Iğdır;13;2;3;0;0;2;0;3;3;;;;;;;;;
2008;Yalova;5;0;0;1;1;0;0;1;2;;;;;;;;;
2008;Karabük;7;3;0;1;0;0;0;0;3;;;;;;;;;
2008;Kilis0;8;0;0;0;0;0;0;0;8;;;;;;;;;
2008;Osmaniye;13;3;0;1;1;2;0;1;5;;;;;;;;;
2008;Düzce;9;5;1;0;0;0;0;0;3;;;;;;;;;
2007;Türkiye;2793;581;408;263;60;161;27;59;1234;;;;;;;;;
2007;Adana;70;18;9;11;1;5;0;3;23;;;;;;;;;
2007;Adıyaman;16;1;2;1;0;4;1;1;6;;;;;;;;;
2007;Afyonkarahisar;17;1;4;2;0;2;0;1;7;;;;;;;;;
2007;Ağrı;23;0;2;1;1;0;0;1;18;;;;;;;;;
2007;Amasya;7;4;1;0;0;0;0;0;2;;;;;;;;;
2007;Ankara;181;38;27;16;10;10;1;12;67;;;;;;;;;
2007;Antalya;107;21;17;13;6;4;1;12;33;;;;;;;;;
2007;Artvin;28;3;4;0;0;0;2;0;19;;;;;;;;;
2007;Aydın;55;19;5;14;2;3;0;0;12;;;;;;;;;
2007;Balıkesir;55;7;5;2;0;2;0;0;39;;;;;;;;;
2007;Bilecik;13;3;1;3;0;2;0;0;4;;;;;;;;;
2007;Bingöl;12;3;0;0;0;1;0;0;8;;;;;;;;;
2007;Bitlis;14;2;4;0;1;0;0;0;7;;;;;;;;;
2007;Bolu;17;1;6;0;0;0;0;0;10;;;;;;;;;
2007;Burdur;15;2;1;1;0;0;0;0;11;;;;;;;;;
2007;Bursa;69;13;5;7;0;1;1;1;41;;;;;;;;;
2007;Çanakkale;36;4;13;5;1;1;2;0;10;;;;;;;;;
2007;Çankırı;6;1;0;0;0;1;0;0;4;;;;;;;;;
2007;Çorum;18;5;4;0;0;1;0;0;8;;;;;;;;;
2007;Denizli;43;13;7;4;3;2;0;0;14;;;;;;;;;
2007;Diyarbakır;68;12;7;4;1;7;1;1;35;;;;;;;;;
2007;Edirne;11;4;3;2;0;0;0;1;1;;;;;;;;;
2007;Elazığ;23;5;2;2;0;2;0;0;12;;;;;;;;;
2007;Erzincan;6;1;1;0;0;0;0;0;4;;;;;;;;;
2007;Erzurum;24;1;2;0;0;2;0;0;19;;;;;;;;;
2007;Eskişehir;38;12;3;4;0;3;1;0;15;;;;;;;;;
2007;Gaziantep;43;11;4;5;1;3;0;0;19;;;;;;;;;
2007;Giresun;13;2;4;2;0;0;0;0;5;;;;;;;;;
2007;Gümüşhane;3;1;1;0;0;1;0;0;0;;;;;;;;;
2007;Hakkari;8;0;0;0;0;1;0;0;7;;;;;;;;;
2007;Hatay;36;5;5;4;1;3;0;0;18;;;;;;;;;
2007;Isparta;20;1;4;3;0;1;0;0;11;;;;;;;;;
2007;Mersin;54;15;10;4;3;2;0;1;19;;;;;;;;;
2007;İstanbul;392;91;48;41;9;28;3;3;169;;;;;;;;;
2007;İzmir;159;40;25;18;5;6;0;3;62;;;;;;;;;
2007;Kars;20;0;7;0;2;2;0;0;9;;;;;;;;;
2007;Kastamonu;21;7;3;4;0;0;0;0;7;;;;;;;;;
2007;Kayseri;29;6;3;2;0;5;0;0;13;;;;;;;;;
2007;Kırklareli;25;3;3;5;1;4;0;1;8;;;;;;;;;
2007;Kırşehir;20;3;3;1;2;0;0;0;11;;;;;;;;;
2007;Kocaeli;44;9;7;7;2;6;1;0;12;;;;;;;;;
2007;Konya;85;27;7;7;0;3;0;0;41;;;;;;;;;
2007;Kütahya;34;9;3;2;0;3;2;0;15;;;;;;;;;
2007;Malatya;24;9;4;1;0;0;0;1;9;;;;;;;;;
2007;Manisa;48;8;7;8;0;2;0;1;22;;;;;;;;;
2007;Kahramanmaraş;30;4;4;5;0;3;0;1;13;;;;;;;;;
2007;Mardin;16;5;2;0;0;1;0;0;8;;;;;;;;;
2007;Muğla;31;5;2;2;0;0;2;0;20;;;;;;;;;
2007;Muş;20;1;4;0;0;1;0;0;14;;;;;;;;;
2007;Nevşehir;11;0;0;1;0;0;0;0;10;;;;;;;;;
2007;Niğde;15;3;3;0;0;0;0;0;9;;;;;;;;;
2007;Ordu;29;9;1;5;0;1;2;1;10;;;;;;;;;
2007;Rize;11;2;3;0;0;0;0;1;5;;;;;;;;;
2007;Sakarya;33;8;6;6;3;2;0;0;8;;;;;;;;;
2007;Samsun;72;18;11;5;1;7;1;2;27;;;;;;;;;
2007;Siirt;29;2;7;2;1;0;0;1;16;;;;;;;;;
2007;Sinop;10;4;1;1;0;0;0;0;4;;;;;;;;;
2007;Sivas;33;7;1;5;1;1;0;0;18;;;;;;;;;
2007;Tekirdağ;45;6;6;3;0;4;0;0;26;;;;;;;;;
2007;Tokat;27;2;10;1;1;3;0;0;10;;;;;;;;;
2007;Trabzon;24;10;4;2;0;0;0;0;8;;;;;;;;;
2007;Tunceli;2;2;0;0;0;0;0;0;0;;;;;;;;;
2007;Şanlıurfa;57;9;13;3;0;1;2;0;29;;;;;;;;;
2007;Uşak;17;6;1;1;0;1;0;0;8;;;;;;;;;
2007;Van;47;3;9;1;0;1;2;1;30;;;;;;;;;
2007;Yozgat;11;4;1;0;0;1;0;0;5;;;;;;;;;
2007;Zonguldak;34;5;8;5;0;3;0;0;13;;;;;;;;;
2007;Aksaray;13;2;0;0;0;1;0;0;10;;;;;;;;;
2007;Bayburt;1;0;0;1;0;0;0;0;0;;;;;;;;;
2007;Karaman;14;5;1;4;0;0;0;0;4;;;;;;;;;
2007;Kırıkkale;10;2;3;3;0;0;0;1;1;;;;;;;;;
2007;Batman;20;2;5;1;1;2;1;4;4;;;;;;;;;
2007;Şırnak;12;1;1;0;0;2;0;0;8;;;;;;;;;
2007;Bartın0;13;2;0;0;0;0;0;0;11;;;;;;;;;
2007;Ardahan;5;0;1;0;0;0;0;1;3;;;;;;;;;
2007;Iğdır;8;0;4;0;0;0;0;3;1;;;;;;;;;
2007;Yalova;5;1;1;0;0;1;0;0;2;;;;;;;;;
2007;Karabük;7;5;0;0;0;0;1;0;1;;;;;;;;;
2007;Kilis0;2;0;1;0;0;0;0;0;1;;;;;;;;;
2007;Osmaniye;19;4;8;0;0;2;0;0;5;;;;;;;;;
2007;Düzce;10;1;3;0;0;0;0;0;6;;;;;;;;;
2006;Türkiye;2829;512;373;215;56;154;33;107;1379;;;;;;;;;
2006;Adana;86;27;17;9;2;2;2;1;26;;;;;;;;;
2006;Adıyaman;18;6;0;0;0;5;0;0;7;;;;;;;;;
2006;Afyonkarahisar;34;6;5;4;0;2;0;2;15;;;;;;;;;
2006;Ağrı;24;4;4;1;0;0;0;0;15;;;;;;;;;
2006;Amasya;9;2;0;0;0;0;0;1;6;;;;;;;;;
2006;Ankara;166;32;21;10;1;5;2;0;95;;;;;;;;;
2006;Antalya;99;16;14;13;4;10;2;2;38;;;;;;;;;
2006;Artvin;9;3;0;1;0;0;0;0;5;;;;;;;;;
2006;Aydın;59;11;6;10;3;6;0;1;22;;;;;;;;;
2006;Balıkesir;53;5;5;0;0;0;0;7;36;;;;;;;;;
2006;Bilecik;5;0;1;1;0;0;1;0;2;;;;;;;;;
2006;Bingöl;15;1;0;0;0;0;0;0;14;;;;;;;;;
2006;Bitlis;10;3;1;0;0;1;0;0;5;;;;;;;;;
2006;Bolu;12;0;7;0;0;1;0;0;4;;;;;;;;;
2006;Burdur;19;2;4;1;1;3;0;0;8;;;;;;;;;
2006;Bursa;83;19;11;4;2;6;1;2;38;;;;;;;;;
2006;Çanakkale;31;4;4;2;1;1;0;1;18;;;;;;;;;
2006;Çankırı;6;0;1;1;0;1;0;1;2;;;;;;;;;
2006;Çorum;21;4;2;1;0;1;0;0;13;;;;;;;;;
2006;Denizli;44;7;10;5;0;2;0;0;20;;;;;;;;;
2006;Diyarbakır;49;13;7;2;0;3;0;0;24;;;;;;;;;
2006;Edirne;25;2;0;3;1;0;0;1;18;;;;;;;;;
2006;Elazığ;28;2;7;4;0;5;0;0;10;;;;;;;;;
2006;Erzincan;8;2;1;0;0;0;0;1;4;;;;;;;;;
2006;Erzurum;23;3;0;0;0;0;0;0;20;;;;;;;;;
2006;Eskişehir;38;8;4;2;3;0;2;0;19;;;;;;;;;
2006;Gaziantep;25;5;4;2;0;1;0;0;13;;;;;;;;;
2006;Giresun;15;3;2;1;0;0;0;0;9;;;;;;;;;
2006;Gümüşhane;5;3;0;0;0;0;0;1;1;;;;;;;;;
2006;Hakkari;8;0;1;0;0;1;1;0;5;;;;;;;;;
2006;Hatay;29;4;6;3;0;2;0;1;13;;;;;;;;;
2006;Isparta;19;3;0;2;1;0;0;0;13;;;;;;;;;
2006;Mersin;62;15;5;4;3;4;2;0;29;;;;;;;;;
2006;İstanbul;362;48;31;27;9;21;3;32;191;;;;;;;;;
2006;İzmir;145;23;17;23;6;11;1;1;63;;;;;;;;;
2006;Kars;31;5;8;3;0;2;0;0;13;;;;;;;;;
2006;Kastamonu;19;9;2;2;0;1;0;1;4;;;;;;;;;
2006;Kayseri;46;9;7;7;1;2;2;0;18;;;;;;;;;
2006;Kırklareli;15;5;0;2;1;1;0;0;6;;;;;;;;;
2006;Kırşehir;8;0;0;0;0;0;0;1;7;;;;;;;;;
2006;Kocaeli;46;13;3;5;2;2;0;1;20;;;;;;;;;
2006;Konya;70;22;10;3;0;2;1;0;32;;;;;;;;;
