İl ve cinsiyete göre intiharlar;;;;;;;;;;;;;;;;;;;;
Burdur;Toplam-Total;  14;  14;  16;  13;  17;  17;  16;  22;  19;  22;  17;  13;  17;  19;  19;  22;;;
;Erkek-Male;  9;  7;  12;  11;  13;  10;  12;  15;  15;  18;  12;  9;  13;  14;  14;  20;;;
;Kadın-Female;  5;  7;  4;  2;  4;  7;  4;  7;  4;  4;  5;  4;  4;  5;  5;  2;;;
Bursa;Toplam-Total;  98;  109;  85;  135;  110;  116;  130;  140;  120;  118;  115;  134;  164;  155;  142;  164;;;
;Erkek-Male;  79;  90;  69;  109;  88;  99;  97;  115;  107;  97;  90;  111;  136;  122;  112;  130;;;
;Kadın-Female;  19;  19;  16;  26;  22;  17;  33;  25;  13;  21;  25;  23;  28;  33;  30;  34;;;
Çanakkale;Toplam-Total;  31;  30;  21;  29;  23;  21;  30;  26;  31;  19;  29;  26;  36;  40;  38;  36;;;
;Erkek-Male;  20;  22;  21;  20;  17;  15;  26;  20;  22;  17;  22;  18;  30;  32;  33;  30;;;
;Kadın-Female;  11;  8;;  9;  6;  6;  4;  6;  9;  2;  7;  8;  6;  8;  5;  6;;;
Çankırı;Toplam-Total;  5;  7;  2;  5;  8;  2;  2;  7;  9;  7;  7;  12;  8;  8;  7;  16;;;
;Erkek-Male;  4;  5;  1;  4;  7;  2;  2;  6;  7;  5;  3;  6;  7;  5;  4;  11;;;
;Kadın-Female;  1;  2;  1;  1;  1;;;  1;  2;  2;  4;  6;  1;  3;  3;  5;;;
Çorum;Toplam-Total;  27;  22;  24;  34;  28;  19;  22;  24;  25;  23;  28;  19;  26;  39;  29;  33;;;
;Erkek-Male;  20;  16;  16;  21;  22;  16;  18;  21;  21;  18;  24;  13;  18;  31;  26;  26;;;
;Kadın-Female;  7;  6;  8;  13;  6;  3;  4;  3;  4;  5;  4;  6;  8;  8;  3;  7;;;
Denizli;Toplam-Total;  62;  40;  57;  59;  60;  66;  50;  63;  49;  56;  84;  66;  82;  75;  76;  64;;;
;Erkek-Male;  48;  32;  45;  45;  43;  48;  40;  51;  41;  48;  67;  54;  67;  54;  59;  51;;;
;Kadın-Female;  14;  8;  12;  14;  17;  18;  10;  12;  8;  8;  17;  12;  15;  21;  17;  13;;;
Diyarbakır;Toplam-Total;  56;  83;  63;  74;  81;  66;  82;  67;  71;  58;  92;  101;  107;  111;  95;  83;;;
;Erkek-Male;  40;  47;  39;  43;  50;  43;  46;  42;  46;  42;  55;  66;  71;  72;  67;  65;;;
;Kadın-Female;  16;  36;  24;  31;  31;  23;  36;  25;  25;  16;  37;  35;  36;  39;  28;  18;;;
Edirne;Toplam-Total;  21;  26;  17;  28;  14;  33;  26;  32;  22;  20;  27;  27;  26;  25;  35;  21;;;
;Erkek-Male;  17;  21;  13;  23;  12;  26;  23;  29;  18;  15;  27;  25;  23;  20;  25;  17;;;
;Kadın-Female;  4;  5;  4;  5;  2;  7;  3;  3;  4;  5;;  2;  3;  5;  10;  4;;;
Elazığ;Toplam-Total;  32;  18;  35;  34;  42;  27;  25;  27;  23;  18;  35;  26;  45;  26;  17;  26;;;
;Erkek-Male;  17;  11;  20;  22;  26;  19;  17;  21;  18;  16;  28;  23;  31;  17;  14;  21;;;
;Kadın-Female;  15;  7;  15;  12;  16;  8;  8;  6;  5;  2;  7;  3;  14;  9;  3;  5;;;
Erzincan;Toplam-Total;  6;  8;  9;  12;  10;  6;  10;  8;  10;  6;  9;  10;  10;  15;  17;  11;;;
;Erkek-Male;  5;  6;  7;  11;  5;  4;  7;  5;  8;  5;  9;  8;  5;  12;  12;  10;;;
;Kadın-Female;  1;  2;  2;  1;  5;  2;  3;  3;  2;  1;;  2;  5;  3;  5;  1;;;
Erzurum;Toplam-Total;  23;  24;  32;  21;  25;  27;  33;  32;  18;  33;  26;  26;  44;  27;  25;  28;;;
;Erkek-Male;  15;  10;  15;  15;  19;  21;  23;  23;  13;  21;  16;  17;  26;  16;  19;  20;;;
;Kadın-Female;  8;  14;  17;  6;  6;  6;  10;  9;  5;  12;  10;  9;  18;  11;  6;  8;;;
Eskişehir;Toplam-Total;  34;  46;  39;  49;  50;  47;  54;  46;  40;  40;  67;  59;  54;  58;  44;  61;;;
;Erkek-Male;  27;  30;  29;  38;  38;  38;  41;  35;  33;  30;  59;  51;  34;  48;  35;  53;;;
;Kadın-Female;  7;  16;  10;  11;  12;  9;  13;  11;  7;  10;  8;  8;  20;  10;  9;  8;;;
Gaziantep;Toplam-Total;  72;  67;  57;  55;  77;  64;  80;  77;  80;  52;  62;  78;  99;  89;  86;  97;;;
;Erkek-Male;  41;  47;  45;  39;  61;  44;  59;  48;  55;  34;  46;  54;  79;  63;  60;  69;;;
;Kadın-Female;  31;  20;  12;  16;  16;  20;  21;  29;  25;  18;  16;  24;  20;  26;  26;  28;;;
Giresun;Toplam-Total;  14;  14;  8;  12;  14;  15;  14;  10;  16;  10;  12;  18;  21;  12;  19;  10;;;
;Erkek-Male;  11;  8;  6;  10;  13;  11;  10;  7;  14;  8;  6;  12;  14;  8;  13;  7;;;
;Kadın-Female;  3;  6;  2;  2;  1;  4;  4;  3;  2;  2;  6;  6;  7;  4;  6;  3;;;
Gümüşhane;Toplam-Total;  3;  4;  1;  3;  1;  5;  3;  2;  2;  3;  4;  2;  2;  1;  5;  8;;;
;Erkek-Male;  3;  3;  1;  1;  1;  3;  2;  2;  2;  3;  2;  1;  2;;  3;  6;;;
;Kadın-Female;;  1;;  2;;  2;  1;;;;  2;  1;;  1;  2;  2;;;
Hakkari;Toplam-Total;  4;  5;  6;  10;  16;  13;  11;  9;  10;  8;  8;  21;  19;  16;  24;  17;;;
;Erkek-Male;  3;  1;  4;  6;  10;  7;  9;  9;  5;  7;  5;  17;  18;  14;  17;  11;;;
;Kadın-Female;  1;  4;  2;  4;  6;  6;  2;;  5;  1;  3;  4;  1;  2;  7;  6;;;
Hatay;Toplam-Total;  39;  40;  34;  44;  46;  42;  42;  43;  44;  43;  36;  38;  64;  66;  38;  53;;;
;Erkek-Male;  30;  34;  22;  36;  38;  35;  26;  38;  32;  33;  26;  31;  52;  48;  32;  45;;;
;Kadın-Female;  9;  6;  12;  8;  8;  7;  16;  5;  12;  10;  10;  7;  12;  18;  6;  8;;;
Isparta;Toplam-Total;  16;  17;  20;  27;  25;  25;  18;  15;  40;  34;  19;  28;  28;  30;  28;  32;;;
;Erkek-Male;  14;  13;  12;  18;  21;  13;  14;  12;  31;  29;  14;  20;  19;  22;  22;  26;;;
;Kadın-Female;  2;  4;  8;  9;  4;  12;  4;  3;  9;  5;  5;  8;  9;  8;  6;  6;;;
Mersin;Toplam-Total;  74;  72;  72;  90;  64;  115;  101;  82;  94;  77;  91;  121;  120;  142;  127;  127;;;
;Erkek-Male;  53;  49;  50;  61;  39;  76;  74;  61;  72;  53;  70;  88;  89;  116;  95;  107;;;
;Kadın-Female;  21;  23;  22;  29;  25;  39;  27;  21;  22;  24;  21;  33;  31;  26;  32;  20;;;
İstanbul;Toplam-Total;  403;  429;  387;  542;  494;  446;  432;  462;  504;  553;  442;  520;  577;  540;  563;  631;;;
;Erkek-Male;  315;  333;  287;  395;  396;  336;  327;  366;  401;  427;  342;  415;  458;  431;  439;  516;;;
;Kadın-Female;  88;  96;  100;  147;  98;  110;  105;  96;  103;  126;  100;  105;  119;  109;  124;  115;;;
İzmir;Toplam-Total;  183;  169;  149;  217;  212;  213;  203;  230;  202;  235;  193;  215;  280;  211;  240;  265;;;
;Erkek-Male;  137;  132;  115;  176;  169;  172;  150;  183;  164;  179;  157;  178;  228;  171;  197;  220;;;
;Kadın-Female;  46;  37;  34;  41;  43;  41;  53;  47;  38;  56;  36;  37;  52;  40;  43;  45;;;
Kars;Toplam-Total;  17;  18;  15;  15;  18;  14;  27;  11;  18;  14;  14;  20;  23;  20;  19;  14;;;
;Erkek-Male;  11;  11;  8;  13;  11;  9;  19;  8;  14;  9;  11;  15;  17;  11;  10;  11;;;
;Kadın-Female;  6;  7;  7;  2;  7;  5;  8;  3;  4;  5;  3;  5;  6;  9;  9;  3;;;
Kastamonu;Toplam-Total;  20;  13;  16;  29;  16;  18;  16;  18;  18;  18;  23;  19;  22;  19;  22;  17;;;
;Erkek-Male;  14;  12;  10;  23;  14;  13;  11;  12;  15;  10;  19;  13;  17;  13;  17;  15;;;
;Kadın-Female;  6;  1;  6;  6;  2;  5;  5;  6;  3;  8;  4;  6;  5;  6;  5;  2;;;
Kayseri;Toplam-Total;  43;  47;  56;  72;  57;  67;  58;  86;  65;  81;  59;  67;  95;  97;  102;  93;;;
;Erkek-Male;  34;  36;  38;  48;  41;  47;  32;  65;  51;  53;  44;  47;  78;  70;  71;  73;;;
;Kadın-Female;  9;  11;  18;  24;  16;  20;  26;  21;  14;  28;  15;  20;  17;  27;  31;  20;;;
Kırklareli;Toplam-Total;  15;  13;  19;  20;  20;  11;  17;  13;  17;  21;  23;  21;  20;  19;  22;  17;;;
;Erkek-Male;  9;  7;  15;  17;  14;  10;  15;  13;  16;  18;  19;  18;  18;  16;  19;  14;;;
;Kadın-Female;  6;  6;  4;  3;  6;  1;  2;;  1;  3;  4;  3;  2;  3;  3;  3;;;
Kırşehir;Toplam-Total;  14;  13;  8;  7;  7;  17;  9;  7;  9;  14;  7;  14;  11;  23;  18;  17;;;
;Erkek-Male;  9;  11;  6;  4;  5;  13;  7;  7;  8;  11;  6;  10;  6;  17;  14;  14;;;
;Kadın-Female;  5;  2;  2;  3;  2;  4;  2;;  1;  3;  1;  4;  5;  6;  4;  3;;;
Kocaeli;Toplam-Total;  46;  39;  43;  55;  62;  54;  52;  67;  54;  50;  83;  84;  103;  93;  91;  99;;;
;Erkek-Male;  38;  30;  37;  46;  47;  45;  42;  45;  39;  33;  68;  71;  82;  75;  73;  84;;;
;Kadın-Female;  8;  9;  6;  9;  15;  9;  10;  22;  15;  17;  15;  13;  21;  18;  18;  15;;;
Konya;Toplam-Total;  74;  60;  58;  80;  81;  77;  103;  92;  87;  97;  104;  110;  112;  110;  142;  153;;;
;Erkek-Male;  55;  43;  36;  58;  52;  61;  67;  62;  72;  72;  80;  83;  89;  87;  100;  115;;;
;Kadın-Female;  19;  17;  22;  22;  29;  16;  36;  30;  15;  25;  24;  27;  23;  23;  42;  38;;;
Kütahya;Toplam-Total;  27;  22;  24;  25;  32;  21;  20;  22;  24;  22;  28;  38;  31;  28;  24;  33;;;
;Erkek-Male;  22;  14;  15;  14;  25;  17;  18;  18;  18;  17;  21;  29;  23;  25;  21;  26;;;
;Kadın-Female;  5;  8;  9;  11;  7;  4;  2;  4;  6;  5;  7;  9;  8;  3;  3;  7;;;
Malatya;Toplam-Total;  29;  27;  23;  35;  31;  33;  31;  28;  20;  25;  24;  44;  30;  37;  34;  51;;;
;Erkek-Male;  24;  23;  17;  27;  19;  24;  21;  23;  16;  17;  22;  34;  17;  32;  29;  35;;;
;Kadın-Female;  5;  4;  6;  8;  12;  9;  10;  5;  4;  8;  2;  10;  13;  5;  5;  16;;;
Manisa;Toplam-Total;  56;  54;  50;  48;  62;  47;  67;  53;  67;  71;  82;  67;  70;  72;  88;  78;;;
;Erkek-Male;  44;  32;  39;  38;  46;  39;  52;  36;  48;  62;  64;  54;  53;  59;  69;  62;;;
;Kadın-Female;  12;  22;  11;  10;  16;  8;  15;  17;  19;  9;  18;  13;  17;  13;  19;  16;;;
Kahramanmaraş;Toplam-Total;  22;  41;  34;  54;  32;  33;  32;  39;  34;  42;  43;  39;  54;  61;  51;  56;;;
;Erkek-Male;  13;  26;  20;  32;  21;  22;  22;  28;  26;  31;  32;  32;  41;  43;  35;  44;;;
;Kadın-Female;  9;  15;  14;  22;  11;  11;  10;  11;  8;  11;  11;  7;  13;  18;  16;  12;;;
Mardin;Toplam-Total;  11;  14;  17;  34;  38;  19;  29;  22;  23;  23;  30;  33;  42;  32;  27;  37;;;
;Erkek-Male;  6;  7;  11;  20;  27;  15;  19;  11;  14;  17;  15;  21;  28;  18;  17;  23;;;
;Kadın-Female;  5;  7;  6;  14;  11;  4;  10;  11;  9;  6;  15;  12;  14;  14;  10;  14;;;
Muğla;Toplam-Total;  50;  50;  47;  52;  54;  37;  53;  52;  47;  76;  66;  61;  64;  86;  76;  63;;;
;Erkek-Male;  36;  36;  38;  41;  41;  29;  46;  37;  36;  62;  57;  46;  53;  60;  57;  52;;;
;Kadın-Female;  14;  14;  9;  11;  13;  8;  7;  15;  11;  14;  9;  15;  11;  26;  19;  11;;;
Muş;Toplam-Total;  19;  23;  22;  30;  24;  22;  25;  24;  22;  21;  31;  26;  18;  19;  22;  21;;;
;Erkek-Male;  10;  12;  8;  17;  14;  10;  17;  10;  17;  9;  18;  13;  7;  11;  9;  11;;;
;Kadın-Female;  9;  11;  14;  13;  10;  12;  8;  14;  5;  12;  13;  13;  11;  8;  13;  10;;;
Nevşehir;Toplam-Total;  19;  11;  13;  11;  12;  6;  11;  12;  9;  9;  14;  16;  14;  14;  20;  19;;;
;Erkek-Male;  14;  9;  10;  10;  9;  5;  7;  9;  8;  8;  8;  13;  12;  11;  19;  17;;;
;Kadın-Female;  5;  2;  3;  1;  3;  1;  4;  3;  1;  1;  6;  3;  2;  3;  1;  2;;;
Niğde;Toplam-Total;  17;  12;  14;  14;  21;  19;  14;  22;  14;  16;  18;  20;  14;  18;  14;  22;;;
;Erkek-Male;  15;  8;  10;  10;  16;  14;  11;  18;  12;  12;  16;  17;  13;  15;  11;  18;;;
;Kadın-Female;  2;  4;  4;  4;  5;  5;  3;  4;  2;  4;  2;  3;  1;  3;  3;  4;;;
Ordu;Toplam-Total;  33;  20;  24;  22;  26;  31;  24;  21;  20;  32;  31;  26;  54;  51;  39;  49;;;
;Erkek-Male;  27;  10;  15;  16;  17;  25;  15;  18;  12;  25;  22;  19;  46;  34;  25;  38;;;
;Kadın-Female;  6;  10;  9;  6;  9;  6;  9;  3;  8;  7;  9;  7;  8;  17;  14;  11;;;
Rize;Toplam-Total;  13;  9;  2;  13;  6;  12;  4;  4;  11;  10;  14;  15;  15;  16;  11;  10;;;
;Erkek-Male;  12;  8;  2;  9;  5;  10;  4;  3;  11;  10;  13;  10;  11;  12;  7;  6;;;
;Kadın-Female;  1;  1;;  4;  1;  2;;  1;;;  1;  5;  4;  4;  4;  4;;;
Sakarya;Toplam-Total;  34;  32;  24;  24;  30;  14;  22;  21;  24;  33;  27;  37;  39;  37;  33;  37;;;
;Erkek-Male;  28;  25;  19;  18;  20;  12;  19;  19;  16;  31;  21;  29;  27;  31;  24;  34;;;
;Kadın-Female;  6;  7;  5;  6;  10;  2;  3;  2;  8;  2;  6;  8;  12;  6;  9;  3;;;
Samsun;Toplam-Total;  48;  46;  30;  34;  49;  44;  52;  55;  51;  53;  75;  76;  74;  83;  70;  81;;;
;Erkek-Male;  34;  36;  21;  25;  41;  36;  37;  41;  38;  43;  57;  63;  60;  60;  50;  65;;;
;Kadın-Female;  14;  10;  9;  9;  8;  8;  15;  14;  13;  10;  18;  13;  14;  23;  20;  16;;;
Siirt;Toplam-Total;  12;  8;  12;  18;  13;  18;  12;  10;  13;  9;  12;  11;  21;  23;  11;  16;;;
;Erkek-Male;  6;  4;  6;  8;  9;  8;  12;  8;  9;  4;  8;  8;  17;  14;  8;  9;;;
;Kadın-Female;  6;  4;  6;  10;  4;  10;;  2;  4;  5;  4;  3;  4;  9;  3;  7;;;
Sinop;Toplam-Total;  11;  3;  6;  8;  11;  16;  9;  14;  7;  15;  10;  9;  9;  12;  13;  2;;;
;Erkek-Male;  10;  3;  4;  5;  8;  8;  9;  11;  4;  12;  8;  8;  5;  11;  10;  2;;;
;Kadın-Female;  1;;  2;  3;  3;  8;;  3;  3;  3;  2;  1;  4;  1;  3;;;;
Sivas;Toplam-Total;  30;  15;  16;  23;  28;  26;  23;  22;  33;  40;  30;  33;  34;  33;  33;  28;;;
;Erkek-Male;  20;  9;  12;  16;  18;  19;  22;  16;  28;  32;  26;  26;  26;  22;  26;  23;;;
;Kadın-Female;  10;  6;  4;  7;  10;  7;  1;  6;  5;  8;  4;  7;  8;  11;  7;  5;;;
Tekirdağ;Toplam-Total;  48;  39;  30;  35;  43;  21;  41;  39;  32;  55;  58;  44;  57;  70;  67;  67;;;
;Erkek-Male;  41;  28;  25;  29;  32;  18;  30;  30;  23;  47;  49;  35;  50;  54;  55;  52;;;
;Kadın-Female;  7;  11;  5;  6;  11;  3;  11;  9;  9;  8;  9;  9;  7;  16;  12;  15;;;
Tokat;Toplam-Total;  25;  20;  26;  29;  14;  25;  20;  21;  30;  33;  33;  17;  24;  31;  24;  33;;;
;Erkek-Male;  18;  13;  15;  24;  11;  19;  14;  18;  19;  22;  28;  15;  18;  21;  18;  28;;;
;Kadın-Female;  7;  7;  11;  5;  3;  6;  6;  3;  11;  11;  5;  2;  6;  10;  6;  5;;;
Trabzon;Toplam-Total;  19;  25;  27;  21;  34;  38;  28;  31;  37;  25;  13;  22;  17;  30;  21;  29;;;
;Erkek-Male;  12;  13;  19;  15;  20;  23;  20;  22;  30;  20;  8;  13;  13;  19;  15;  24;;;
;Kadın-Female;  7;  12;  8;  6;  14;  15;  8;  9;  7;  5;  5;  9;  4;  11;  6;  5;;;
Tunceli;Toplam-Total;  11;  13;  6;  3;  5;  10;  6;  9;  7;  6;  7;  8;  10;  12;  4;  7;;;
;Erkek-Male;  10;  10;  4;  2;  3;  8;  5;  7;  6;  5;  5;  7;  9;  9;  4;  5;;;
;Kadın-Female;  1;  3;  2;  1;  2;  2;  1;  2;  1;  1;  2;  1;  1;  3;;  2;;;
Şanlıurfa;Toplam-Total;  45;  46;  37;  70;  61;  58;  65;  42;  61;  59;  58;  60;  82;  67;  71;  116;;;
;Erkek-Male;  26;  27;  21;  40;  27;  37;  36;  24;  36;  34;  39;  29;  57;  45;  39;  78;;;
;Kadın-Female;  19;  19;  16;  30;  34;  21;  29;  18;  25;  25;  19;  31;  25;  22;  32;  38;;;
Uşak;Toplam-Total;  19;  17;  21;  30;  11;  18;  19;  17;  12;  16;  9;  22;  24;  38;  22;  26;;;
;Erkek-Male;  14;  7;  16;  22;  8;  17;  13;  15;  6;  12;  7;  19;  22;  31;  16;  19;;;
;Kadın-Female;  5;  10;  5;  8;  3;  1;  6;  2;  6;  4;  2;  3;  2;  7;  6;  7;;;
Van;Toplam-Total;  43;  47;  52;  27;  47;  42;  52;  49;  48;  50;  66;  42;  49;  53;  51;  54;;;
;Erkek-Male;  22;  25;  23;  13;  29;  26;  26;  23;  34;  36;  37;  33;  32;  30;  34;  36;;;
;Kadın-Female;  21;  22;  29;  14;  18;  16;  26;  26;  14;  14;  29;  9;  17;  23;  17;  18;;;
Yozgat;Toplam-Total;  11;  13;  8;  21;  13;  6;  14;  10;  18;  20;  20;  15;  16;  21;  23;  26;;;
;Erkek-Male;  7;  10;  4;  13;  11;  6;  10;  8;  17;  12;  14;  13;  15;  15;  20;  21;;;
;Kadın-Female;  4;  3;  4;  8;  2;;  4;  2;  1;  8;  6;  2;  1;  6;  3;  5;;;
Zonguldak;Toplam-Total;  37;  42;  22;  30;  31;  28;  29;  23;  12;  27;  31;  26;  37;  41;  27;  32;;;
;Erkek-Male;  25;  27;  16;  22;  24;  20;  22;  14;  8;  15;  25;  16;  32;  25;  18;  25;;;
;Kadın-Female;  12;  15;  6;  8;  7;  8;  7;  9;  4;  12;  6;  10;  5;  16;  9;  7;;;
Aksaray;Toplam-Total;  17;  15;  12;  12;  15;  5;  11;  12;  13;  13;  13;  19;  28;  17;  23;  24;;;
;Erkek-Male;  12;  10;  10;  10;  10;  5;  5;  9;  10;  12;  12;  16;  23;  14;  17;  20;;;
;Kadın-Female;  5;  5;  2;  2;  5;;  6;  3;  3;  1;  1;  3;  5;  3;  6;  4;;;
Bayburt;Toplam-Total;  1;  3;;  4;  2;  1;  2;  1;;  3;;  3;  3;  2;  2;  4;;;
;Erkek-Male;;  2;;  3;  1;  1;  1;  1;;  3;;  1;  3;  2;  1;  3;;;
;Kadın-Female;  1;  1;;  1;  1;;  1;;;;;  2;;;  1;  1;;;
Karaman;Toplam-Total;  14;  19;  11;  6;  22;  11;  17;  11;  13;  15;  17;  15;  10;  22;  16;  29;;;
;Erkek-Male;  11;  14;  7;  5;  17;  9;  17;  8;  11;  10;  17;  13;  8;  19;  13;  20;;;
;Kadın-Female;  3;  5;  4;  1;  5;  2;;  3;  2;  5;;  2;  2;  3;  3;  9;;;
Kırıkkale;Toplam-Total;  10;  11;  10;  9;  13;  15;  6;  7;  14;  9;  21;  19;  18;  18;  21;  22;;;
;Erkek-Male;  8;  7;  8;  7;  12;  15;  3;  6;  12;  7;  17;  16;  16;  13;  17;  20;;;
;Kadın-Female;  2;  4;  2;  2;  1;;  3;  1;  2;  2;  4;  3;  2;  5;  4;  2;;;
Batman;Toplam-Total;  19;  19;  29;  9;  17;  20;  30;  16;  11;  27;  17;  27;  28;  33;  27;  42;;;
;Erkek-Male;  10;  12;  15;  6;  10;  10;  19;  12;  8;  17;  13;  18;  17;  26;  18;  30;;;
;Kadın-Female;  9;  7;  14;  3;  7;  10;  11;  4;  3;  10;  4;  9;  11;  7;  9;  12;;;
Şırnak;Toplam-Total;  9;  22;  9;  20;  19;  21;  21;  11;  21;  18;  19;  23;  32;  30;  18;  27;;;
;Erkek-Male;  3;  11;  7;  11;  15;  15;  14;  9;  15;  11;  15;  20;  26;  22;  16;  22;;;
;Kadın-Female;  6;  11;  2;  9;  4;  6;  7;  2;  6;  7;  4;  3;  6;  8;  2;  5;;;
Bartın;Toplam-Total;  10;  8;  8;  3;  13;  2;  12;  9;  12;  10;  10;  8;  13;  15;  13;  19;;;
;Erkek-Male;  6;  4;  6;  3;  9;  1;  9;  4;  9;  9;  8;  4;  10;  7;  7;  17;;;
;Kadın-Female;  4;  4;  2;;  4;  1;  3;  5;  3;  1;  2;  4;  3;  8;  6;  2;;;
